,type,year,party,vague_score,decade,subj_score,emot_score
523,PMQs,1983-11-10,CON,0.1745347186539472,1980,0.10380804448868558,0.1650027520262679
524,PMQs,1983-11-15,CON,0.17565229033477744,1980,0.08823043287065933,0.1624105358943357
525,PMQs,1983-12-01,CON,0.17473340428794237,1980,0.09128745432482396,0.1601329833882872
526,PMQs,1983-12-08,CON,0.17468746109223704,1980,0.1030741460269223,0.16163848060120026
527,PMQs,1983-12-13,CON,0.1753033356471293,1980,0.08438635096740785,0.16312670760178027
528,PMQs,1983-12-15,CON,0.17555544572459164,1980,0.09900559391547194,0.16857491284402118
529,PMQs,1983-12-20,CON,0.17547724015131308,1980,0.09977228494743966,0.1680217432862725
530,PMQs,1983-12-22,CON,0.1761805796090098,1980,0.10664309266481022,0.16516594608401272
531,PMQs,1984-01-17,CON,0.17521281486897683,1980,0.08878957371738165,0.16142956977137007
532,PMQs,1984-01-19,CON,0.17705686459102085,1980,0.09415669516544292,0.16017661295437233
533,PMQs,1984-01-24,CON,0.17616640209611584,1980,0.09416733095491304,0.166408244054851
534,PMQs,1984-01-26,CON,0.1757232388899451,1980,0.08664443589720464,0.16307383375825604
535,PMQs,1984-01-31,CON,0.17635585586361055,1980,0.10155004374074837,0.16072998336846367
536,PMQs,1984-02-02,CON,0.17459970508754974,1980,0.09297554357815807,0.16318719456382266
537,PMQs,1984-02-07,CON,0.1777104787065,1980,0.10147095869866987,0.16354638755723622
538,PMQs,1984-02-09,CON,0.1756662337529163,1980,0.10049652424985116,0.16527751033963842
539,PMQs,1984-02-28,CON,0.17605863595466195,1980,0.090724578313739,0.16210033273602137
540,PMQs,1984-03-01,CON,0.1765768082396219,1980,0.09581790135298356,0.16314994901679178
541,PMQs,1984-03-06,CON,0.1761819270478959,1980,0.09557735757748774,0.16256790539941574
542,PMQs,1984-03-08,CON,0.17529717228847433,1980,0.09609852091335769,0.1604548600121807
543,PMQs,1984-03-13,CON,0.17531253606429367,1980,0.09822291982455839,0.1599327213234601
544,PMQs,1984-03-15,CON,0.17563387312286355,1980,0.09821181719046483,0.1641451540124407
545,PMQs,1984-03-22,CON,0.1729233554104622,1980,0.09091959362784746,0.16548437816868952
546,PMQs,1984-03-27,CON,0.17514164399961002,1980,0.10176945740581679,0.16020645858173976
547,PMQs,1984-03-29,CON,0.17547032818680958,1980,0.09121683287852746,0.1636302928145359
548,PMQs,1984-04-03,CON,0.1763653942373089,1980,0.09901570661147106,0.16800776513467694
549,PMQs,1984-04-05,CON,0.17603307044889863,1980,0.08947125175280567,0.1623911118774575
550,PMQs,1984-04-10,CON,0.17569046225974733,1980,0.10029055212752613,0.16474611834600092
551,PMQs,1984-04-26,CON,0.17415109952618518,1980,0.10750924628246741,0.165306834204718
552,PMQs,1984-05-08,CON,0.17549051907928284,1980,0.09581929323354352,0.1670337332478947
553,PMQs,1984-05-10,CON,0.1756497637245533,1980,0.0954754113418693,0.16206962398631156
554,PMQs,1984-05-15,CON,0.17531061546233045,1980,0.09997012283803595,0.16358273740897306
555,PMQs,1984-05-22,CON,0.17651601213146864,1980,0.08960418192862957,0.16225768070418556
556,PMQs,1984-05-24,CON,0.17408511482452899,1980,0.09349757837874614,0.16236708132199562
557,PMQs,1984-06-05,CON,0.17568211703645464,1980,0.08735849780547766,0.16025122000955844
558,PMQs,1984-06-12,CON,0.1749495316515561,1980,0.09416744100803887,0.1612726032057464
559,PMQs,1984-06-14,CON,0.17523740002825489,1980,0.09370820514400485,0.1617824385032324
560,PMQs,1984-06-19,CON,0.17480724151263,1980,0.09349402671914066,0.16377862690375075
561,PMQs,1984-06-21,CON,0.17575545494469844,1980,0.09248604293099949,0.16380333564189614
562,PMQs,1984-06-28,CON,0.17635788554398743,1980,0.0917190431284682,0.1630219843120888
563,PMQs,1984-07-05,CON,0.17449926624656373,1980,0.09359559950141985,0.16033124038129143
564,PMQs,1984-07-10,CON,0.17655199247453054,1980,0.09607336750491936,0.16168882236103627
565,PMQs,1984-07-12,CON,0.17526866831440352,1980,0.08710524884848894,0.1638009704463725
566,PMQs,1984-07-17,CON,0.17518737690956768,1980,0.1004002044992638,0.16535103439157875
567,PMQs,1984-07-19,CON,0.17452079630398756,1980,0.10597325738075358,0.16244517582026408
568,PMQs,1984-07-24,CON,0.17640047599495465,1980,0.08974202308413728,0.16232295197216473
569,PMQs,1984-07-26,CON,0.17504959914276566,1980,0.09749933815761552,0.1632223332727918
570,PMQs,1984-07-31,CON,0.17672910129035918,1980,0.08950521742475696,0.1617731121243738
571,PMQs,1984-10-23,CON,0.1742745120481783,1980,0.09330928595514093,0.16157928122401857
572,PMQs,1984-10-25,CON,0.17619025025367022,1980,0.09188662532808797,0.16475179419983632
573,PMQs,1984-10-30,CON,0.17589492307095247,1980,0.09891195161666834,0.16583080667540911
574,PMQs,1984-11-13,CON,0.17560692436726352,1980,0.10244503403522989,0.1624811782887421
575,PMQs,1984-11-15,CON,0.1741197899090325,1980,0.09676877729092405,0.16338186356029546
576,PMQs,1984-11-20,CON,0.1758430389471815,1980,0.0920762434173677,0.16542519953857404
577,PMQs,1984-11-22,CON,0.17392710679924683,1980,0.10932644096140769,0.1622975087415055
578,PMQs,1984-11-27,CON,0.17494421234719942,1980,0.0963335930676931,0.16761254082130916
579,PMQs,1984-11-29,CON,0.17416838053988104,1980,0.11125948369997285,0.1689091985731523
580,PMQs,1984-12-06,CON,0.17723073127616332,1980,0.09988712102498067,0.16424333900817997
581,PMQs,1984-12-11,CON,0.17451772567164534,1980,0.1006761312507447,0.1611353436038449
582,PMQs,1984-12-13,CON,0.17589054358210143,1980,0.09639116116954469,0.16205545006451136
583,PMQs,1985-01-10,CON,0.17875444408871413,1980,0.08982924453356143,0.1605353115582114
584,PMQs,1985-01-15,CON,0.1759472025795615,1980,0.08935121607839096,0.1626372945459035
585,PMQs,1985-01-17,CON,0.17623297733652396,1980,0.09132844845978817,0.16580476133507427
586,PMQs,1985-01-22,CON,0.1748082376020907,1980,0.08797960245180396,0.16228263440430696
587,PMQs,1985-01-24,CON,0.17485572911510303,1980,0.10270503129091918,0.1622067720290474
588,PMQs,1985-01-29,CON,0.17474768249511222,1980,0.09454451866507167,0.16171249160663784
589,PMQs,1985-01-31,CON,0.17530681912797558,1980,0.09809893575946087,0.16293922199442692
590,PMQs,1985-02-05,CON,0.1749807942098882,1980,0.10196600556333764,0.1655865522018795
591,PMQs,1985-02-07,CON,0.17343599086881148,1980,0.09101647687756052,0.16317830098827948
592,PMQs,1985-02-12,CON,0.17508289697053628,1980,0.09832390352822468,0.1644385552251447
593,PMQs,1985-02-14,CON,0.17630975965870888,1980,0.09731931473892845,0.16208898360335963
594,PMQs,1985-02-19,CON,0.17427008716834858,1980,0.10064249582879335,0.1644815437597311
595,PMQs,1985-02-26,CON,0.17418311797334282,1980,0.09315800039118888,0.16432836946209922
596,PMQs,1985-02-28,CON,0.1756229544147015,1980,0.10055683728947534,0.16586430980002054
597,PMQs,1985-03-05,CON,0.1758184522618981,1980,0.10348217043633778,0.1657368419454294
598,PMQs,1985-03-12,CON,0.17356871723597647,1980,0.10207101959806464,0.16859367989562732
599,PMQs,1985-03-14,CON,0.17570234004449956,1980,0.09696241208670754,0.16375388413913286
600,PMQs,1985-03-19,CON,0.17586772708448564,1980,0.090948117097712,0.1622834250598599
601,PMQs,1985-03-21,CON,0.17419214513843048,1980,0.10702940102394928,0.15973420234817254
602,PMQs,1985-03-26,CON,0.17669874979469277,1980,0.09292818222447007,0.1638690940785306
603,PMQs,1985-03-28,CON,0.17567629739160046,1980,0.08703131194442312,0.16468121648280912
604,PMQs,1985-04-02,CON,0.17469253561337852,1980,0.08618554493407542,0.1571894010395109
605,PMQs,1985-04-16,CON,0.17532704645894664,1980,0.09253634253504855,0.16462441330000047
606,PMQs,1985-04-23,CON,0.17488621902613527,1980,0.09643804298478068,0.16485099062221462
607,PMQs,1985-04-25,CON,0.17639637750938797,1980,0.09871763034611569,0.16506504266815838
608,PMQs,1985-04-30,CON,0.17567306082864767,1980,0.09632497907831672,0.16163276615106384
609,PMQs,1985-05-07,CON,0.17654010746387477,1980,0.09718058339155296,0.1663228834784961
610,PMQs,1985-05-09,CON,0.17464446048963464,1980,0.09922109781808189,0.1634905410349547
611,PMQs,1985-05-13,CON,0.17606578074904308,1980,0.09563656841691914,0.1626482568122607
612,PMQs,1985-05-16,CON,0.17473987760735546,1980,0.09247936699421125,0.16029572221408198
613,PMQs,1985-05-21,CON,0.17506453504694433,1980,0.09667240239695107,0.15665024902917096
614,PMQs,1985-06-04,CON,0.17580081512197762,1980,0.10121280950719927,0.16191331153339664
615,PMQs,1985-06-06,CON,0.17438852389139045,1980,0.09104273150685628,0.16422800860768108
616,PMQs,1985-06-11,CON,0.175418805307079,1980,0.09982674333343011,0.16481960515643923
617,PMQs,1985-06-13,CON,0.1742972084439466,1980,0.08903838745904134,0.163060323292113
618,PMQs,1985-06-20,CON,0.1768393389240193,1980,0.09631637239080382,0.16331279069346452
619,PMQs,1985-06-25,CON,0.1747555740277773,1980,0.09276910007823216,0.16423415503461264
620,PMQs,1985-06-27,CON,0.1745977065570236,1980,0.09249013117249483,0.16532389327528732
621,PMQs,1985-07-02,CON,0.1757248019217086,1980,0.10951661720515098,0.1677500571096072
622,PMQs,1985-07-04,CON,0.17544993582179919,1980,0.08673922383926366,0.1654393710823389
623,PMQs,1985-07-09,CON,0.1756498158261848,1980,0.1048611431927104,0.16233130556917597
624,PMQs,1985-07-16,CON,0.17661738205965735,1980,0.08688264568831791,0.1683127207007262
625,PMQs,1985-07-18,CON,0.1764914015253705,1980,0.09675070912081293,0.16504703615979974
626,PMQs,1985-07-23,CON,0.17526079615043957,1980,0.08924197431051896,0.16137891468885815
627,PMQs,1985-10-29,CON,0.17418202347372672,1980,0.09786052790092638,0.16705880061303013
628,PMQs,1985-11-12,CON,0.17618770329943462,1980,0.0888104465466405,0.1630968732135823
629,PMQs,1985-11-14,CON,0.173339869818569,1980,0.11181724335736197,0.164747670703185
630,PMQs,1985-11-19,CON,0.1746834461319773,1980,0.09854738913662905,0.16333492431384455
631,PMQs,1985-11-26,CON,0.17552470673923576,1980,0.08732287478683633,0.1622596690186665
632,PMQs,1985-11-28,CON,0.17501701322319232,1980,0.0824272956419681,0.1645842348593774
633,PMQs,1985-12-05,CON,0.1759636139012516,1980,0.08704305345900822,0.16358801257972158
634,PMQs,1985-12-10,CON,0.17549038144991796,1980,0.09741501301552141,0.16287153226650772
635,PMQs,1985-12-12,CON,0.17510384523548514,1980,0.09692382364201636,0.1645237115141364
636,PMQs,1985-12-17,CON,0.175001268465122,1980,0.0967113941689953,0.16391503388926298
637,PMQs,1985-12-19,CON,0.17461526879025008,1980,0.09554456091476625,0.16170077482140655
638,PMQs,1986-01-14,CON,0.17470574941705622,1980,0.08754476940112078,0.162879266668621
639,PMQs,1986-01-16,CON,0.17597401023882078,1980,0.09288190188404137,0.16215981818446346
640,PMQs,1986-01-21,CON,0.17591593716031234,1980,0.09924683619790228,0.16506023123847358
641,PMQs,1986-01-23,CON,0.17624394032941382,1980,0.08876369002705807,0.16602098427443446
642,PMQs,1986-01-30,CON,0.17560677544529738,1980,0.08832339245087088,0.1575283125678992
643,PMQs,1986-02-04,CON,0.1754115453087416,1980,0.08796669196679635,0.16369043365811803
644,PMQs,1986-02-06,CON,0.17638026204352444,1980,0.08759710607841055,0.16451050014224064
645,PMQs,1986-02-11,CON,0.17491320591767323,1980,0.09296974141705441,0.1666235275105823
646,PMQs,1986-02-13,CON,0.1751931995145495,1980,0.0920761282238924,0.16554364891274032
647,PMQs,1986-02-18,CON,0.17616571896910654,1980,0.09844343260424428,0.16426754028111779
648,PMQs,1986-02-20,CON,0.17670068052659005,1980,0.08571722414900278,0.1654480247704156
