type,year,party,vague_score,decade,subj_score,emot_score
manifesto,2010-06-05,UKIP,0.17870066951175695,2010,0.08103317733000891,0.15945976649696644
manifesto,2015-07-05,LAB,0.18014790149816615,2010,0.09657072691916359,0.17214268919856096
manifesto,2015-07-05,CON,0.18080351899856506,2010,0.0915587313287754,0.17172341437434657
manifesto,2015-07-05,LIB,0.18099385517041727,2010,0.12871229073330365,0.16656080081791758
manifesto,2015-07-05,SNP,0.18043656028484867,2010,0.0901197508335537,0.17236877094220598
manifesto,2015-07-05,UKIP,0.17763003535328653,2010,0.1396524173874495,0.16678397280230922
manifesto,2017-08-06,LAB,0.17860479868934512,2010,0.09242126933300855,0.16885188492255712
manifesto,2017-08-06,CON,0.17960807155722147,2010,0.09862738355276071,0.17297200821486114
manifesto,2017-08-06,LIB,0.17790321957789976,2010,0.13918111468969072,0.17206608251463532
manifesto,2017-08-06,SNP,0.17648189944104997,2010,0.10139273320179588,0.16477711492586872
manifesto,2017-08-06,UKIP,0.17829109875236945,2010,0.10565721392560604,0.17429249093981217
manifesto,2019-12-12,LAB,0.17992052573251693,2010,0.09537722682452625,0.16646891428640068
manifesto,2019-12-12,CON,0.17921760574623488,2010,0.10703677739840478,0.17718920750025613
manifesto,2019-12-12,LIB,0.1792914117505637,2010,0.12177398515885045,0.17429426294161693
manifesto,2019-12-12,SNP,0.17886831161740901,2010,0.09113979532095058,0.1666274876220634
manifesto,2019-12-12,BRX,0.1799114712043239,2010,0.0988080650210454,0.1619397926375539
PMQs,1946-03-05,LAB,0.17599386254957522,1940,0.14512859039602924,0.16600870349827643
PMQs,1951-01-24,LAB,0.17458896926831166,1950,0.08772433413081,0.16096087377864984
PMQs,1951-01-29,LAB,0.17568560041977543,1950,0.09948199759153982,0.1533331341716031
PMQs,1951-11-20,CON,0.17197724626766792,1950,0.13671829936725616,0.15917783893227724
PMQs,1954-06-22,CON,0.1770306906377687,1950,0.1266168933938331,0.16076939433556142
PMQs,1954-07-08,CON,0.17193022354685775,1950,0.10327099817564703,0.16345584294485915
PMQs,1954-07-13,CON,0.16874086835770538,1950,0.14101116768444752,0.1453032572107867
PMQs,1954-07-29,CON,0.17645528796229973,1950,0.12801121619395847,0.16528012451839444
PMQs,1955-02-17,CON,0.17282410164430972,1950,0.1208269701358295,0.1563574465547898
PMQs,1955-03-03,CON,0.17533077083008944,1950,0.10724531094552837,0.1581381130030366
PMQs,1955-03-24,CON,0.17547541616066853,1950,0.1216896913856643,0.16542359444682359
PMQs,1955-04-06,CON,0.1762918178954929,1950,0.11033821176447012,0.174358704233614
PMQs,1955-11-08,CON,0.17421977728792098,1950,0.11139181290831815,0.16742496187322098
PMQs,1955-11-15,CON,0.17608128104447907,1950,0.1238543640651921,0.17024486771908573
PMQs,1955-12-05,CON,0.1713493650146062,1950,0.10379279361556004,0.1617363628257677
PMQs,1956-06-26,CON,0.17435550655829818,1950,0.13231714087717988,0.17413973719719936
PMQs,1956-07-10,CON,0.1720746007774229,1950,0.08582687388499805,0.15999148168781777
PMQs,1956-11-13,CON,0.17422421997415097,1950,0.12744065684319628,0.1577505830231002
PMQs,1957-01-22,CON,0.1776156842900584,1950,0.09529810821267029,0.17587477490770567
PMQs,1957-01-31,CON,0.1735632424187747,1950,0.10013492829165563,0.15264800401150463
PMQs,1957-02-07,CON,0.17604932942652682,1950,0.09044887074967246,0.16779020189444177
PMQs,1957-02-11,CON,0.17229607845848505,1950,0.10918037375390632,0.1603887153249751
PMQs,1957-02-12,CON,0.17930161844396333,1950,0.12185343656980852,0.15644051447329405
PMQs,1957-02-14,CON,0.1752112905240272,1950,0.08701187519492541,0.1755438154055901
PMQs,1957-03-05,CON,0.17308115749012615,1950,0.13445009440215855,0.1655050019332525
PMQs,1957-05-16,CON,0.17188863369657081,1950,0.127913312629908,0.16413123152592843
PMQs,1957-07-25,CON,0.17835524372318706,1950,0.07213722577756414,0.15842266943662311
PMQs,1957-07-30,CON,0.1735757873437625,1950,0.13213326145438456,0.16985974310525595
PMQs,1957-10-29,CON,0.17472036263821533,1950,0.10588192834287286,0.16840014778134288
PMQs,1958-05-15,CON,0.17316924943230969,1950,0.08099859607232776,0.15921341795709587
PMQs,1958-06-17,CON,0.17632395717950872,1950,0.09306312705405059,0.16261814069428798
PMQs,1959-01-22,CON,0.17767809844366747,1950,0.06537997958695116,0.16554403793360725
PMQs,1959-02-05,CON,0.1754027813318729,1950,0.11851751261908679,0.168919616576013
PMQs,1959-02-12,CON,0.17463726648276798,1950,0.12483877430333036,0.16186001725268404
PMQs,1959-03-25,CON,0.1740435285284443,1950,0.1094814181624501,0.16408544252057006
PMQs,1959-07-16,CON,0.1693052591774823,1950,0.10091565611427199,0.14957567793272114
PMQs,1959-07-21,CON,0.17502396065891906,1950,0.06924448866142546,0.15380895053708596
PMQs,1959-11-12,CON,0.1750742598283053,1950,0.1076967331736235,0.1637657619531929
PMQs,1960-02-23,CON,0.1758351051226634,1960,0.12052134642203904,0.17012603347484861
PMQs,1960-04-01,CON,0.17315053998317512,1960,0.11774851112258845,0.17053547215302825
PMQs,1960-12-15,CON,0.1759431931473021,1960,0.13010283105549061,0.15924442714433254
PMQs,1961-02-14,CON,0.17633456649318124,1960,0.12321063431620069,0.16015296070685456
PMQs,1961-04-27,CON,0.17539487684369862,1960,0.1276399149780745,0.1651855993870134
PMQs,1961-07-18,CON,0.176249882692938,1960,0.12165559827811756,0.16382050081877042
PMQs,1961-08-03,CON,0.1731971698354205,1960,0.08956613556861856,0.16865921411056134
PMQs,1961-11-21,CON,0.17370060730024495,1960,0.08925319715086702,0.17127532720972108
PMQs,1961-12-14,CON,0.17357847433524917,1960,0.13516871147365153,0.16855676138654294
PMQs,1962-02-06,CON,0.1752323853293074,1960,0.15197665948805025,0.17299020709317578
PMQs,1962-02-13,CON,0.17409339923493378,1960,0.1193958179809839,0.1622101208633936
PMQs,1962-02-15,CON,0.16770897123552145,1960,0.11772968056868294,0.16065643220869175
PMQs,1962-03-13,CON,0.17680834842107357,1960,0.07850720028576547,0.1641810439770052
PMQs,1962-03-20,CON,0.17459585850547488,1960,0.11912624573110357,0.16396125200047582
PMQs,1962-04-05,CON,0.17661640707753676,1960,0.09420835356867419,0.1692040451662731
PMQs,1962-04-19,CON,0.17431059684166733,1960,0.13780644051349564,0.15740207273320314
PMQs,1962-05-03,CON,0.17405703621080687,1960,0.1306694369195118,0.1649871739466719
PMQs,1962-06-05,CON,0.17486523908562832,1960,0.10366548085538105,0.1642650815852156
PMQs,1963-01-24,CON,0.1755631874483487,1960,0.08587136131765333,0.16974368467696946
PMQs,1963-02-26,CON,0.17375188847043002,1960,0.11074649018199066,0.1542974399161663
PMQs,1963-07-04,CON,0.1770809076950114,1960,0.08183790461636274,0.16250323543987708
PMQs,1963-07-11,CON,0.17147517994327852,1960,0.14092446676200743,0.1677951695888346
PMQs,1963-11-28,CON,0.17554813570044525,1960,0.10825557378194338,0.16279203185156071
PMQs,1964-01-14,CON,0.18128285200022876,1960,0.09395075523297972,0.15088657744628806
PMQs,1964-01-16,CON,0.17653546698107958,1960,0.09320872112146854,0.15960349563469817
PMQs,1964-01-28,CON,0.17184223493147938,1960,0.1077175384158056,0.15469283244801754
PMQs,1964-01-30,CON,0.17359115297909697,1960,0.10007788508638446,0.16129030654970683
PMQs,1964-02-18,CON,0.1749553587441827,1960,0.12164665348126767,0.16263658540071244
PMQs,1964-06-09,CON,0.17444542204124452,1960,0.12967352712843316,0.1668793449596479
PMQs,1964-06-18,CON,0.17769263603905727,1960,0.07994722068063828,0.1633644535778404
PMQs,1964-06-25,CON,0.17666002052169685,1960,0.1041348821769431,0.15908080564824656
PMQs,1964-07-02,CON,0.176918066783276,1960,0.11813557187057598,0.16399289161395486
PMQs,1964-11-24,LAB,0.17531812635207916,1960,0.1376080174256087,0.17197061844463904
PMQs,1964-12-15,LAB,0.17602586208973175,1960,0.11433835400138496,0.16596003279138666
PMQs,1965-01-19,LAB,0.1795556359134268,1960,0.08977499671736792,0.1606044432677363
PMQs,1965-03-23,LAB,0.17729555015298668,1960,0.09102226746259129,0.17679330721049846
PMQs,1965-07-27,LAB,0.17735827354054878,1960,0.08364294429551697,0.16332195060390725
PMQs,1965-11-04,LAB,0.1721682830890876,1960,0.11625588091891853,0.17321108479914124
PMQs,1965-12-21,LAB,0.17701071510576316,1960,0.12806305497257553,0.17179361133353832
PMQs,1966-02-15,LAB,0.1749417875297084,1960,0.09948082746119898,0.15475140647678287
PMQs,1966-03-01,LAB,0.17449539333958317,1960,0.11841908573528669,0.16566297259695686
PMQs,1966-03-08,LAB,0.17713655435898384,1960,0.10323629865475108,0.15838025144165307
PMQs,1966-04-26,LAB,0.1759927154417841,1960,0.09308091253436336,0.16655694296881798
PMQs,1966-05-17,LAB,0.17793426397914647,1960,0.0883188723223381,0.1627797511974641
PMQs,1966-05-24,LAB,0.17485222535362754,1960,0.09542301355776821,0.1675674500763791
PMQs,1966-07-12,LAB,0.17580715918757106,1960,0.10361807896198126,0.16173473686598883
PMQs,1966-07-19,LAB,0.1758481555339147,1960,0.11463515186419812,0.16771563686420285
PMQs,1966-08-04,LAB,0.17273712859272794,1960,0.10190977282038098,0.16925867940358952
PMQs,1966-08-11,LAB,0.1731973673105104,1960,0.10124044437802712,0.1613549201299694
PMQs,1966-11-10,LAB,0.17333056818089676,1960,0.14212474844830633,0.16257658439900796
PMQs,1966-12-06,LAB,0.17459559529469407,1960,0.12903495762476033,0.1707154579293742
PMQs,1966-12-15,LAB,0.17590290598159564,1960,0.11631809997234653,0.1638038976842448
PMQs,1967-01-26,LAB,0.17477654118062091,1960,0.1410498209053033,0.1696492118725382
PMQs,1967-02-16,LAB,0.17912987220854037,1960,0.12782502765750955,0.1579034709446466
PMQs,1967-02-28,LAB,0.17498410810220252,1960,0.11869071993405979,0.16855704571310945
PMQs,1967-03-09,LAB,0.172697682723812,1960,0.1302052640984272,0.1651096295068327
PMQs,1967-05-11,LAB,0.18438804761787428,1960,0.06968499687729539,0.15931568380794636
PMQs,1967-06-20,LAB,0.17542382603120715,1960,0.12541588801839404,0.17202913523163355
PMQs,1967-07-25,LAB,0.17431786899937607,1960,0.11601886956349691,0.16068168520246198
PMQs,1967-11-07,LAB,0.1754613515981214,1960,0.08211425471461892,0.15529230361893614
PMQs,1967-11-14,LAB,0.176783402887532,1960,0.10817992596092527,0.16953802298443366
PMQs,1967-11-30,LAB,0.1755805699547457,1960,0.1116775451069754,0.15926620921510268
PMQs,1967-12-14,LAB,0.17772550562203676,1960,0.10772335357454957,0.1658404767230828
PMQs,1968-01-30,LAB,0.17452892663878533,1960,0.11497034198339129,0.16623765395811516
PMQs,1968-02-13,LAB,0.17959248979569462,1960,0.13311504048618703,0.1598515610792353
PMQs,1968-03-12,LAB,0.1751647916807548,1960,0.12987148945436233,0.15957008313914714
PMQs,1968-05-02,LAB,0.1774276605376513,1960,0.11851225250601356,0.16271513450869365
PMQs,1968-05-09,LAB,0.17636088194929755,1960,0.10559886340744791,0.15477358998319962
PMQs,1968-10-15,LAB,0.17692261425900613,1960,0.08448751043211407,0.15693480173970725
PMQs,1968-10-22,LAB,0.16695426556953738,1960,0.11068926055684472,0.177941796712501
PMQs,1968-11-05,LAB,0.17498330712007848,1960,0.12895431825075515,0.16578652067236424
PMQs,1968-12-03,LAB,0.17647298247587043,1960,0.13057731731641425,0.1576472807544103
PMQs,1969-01-28,LAB,0.17529810911923996,1960,0.13157607230120738,0.16095165946525478
PMQs,1969-02-06,LAB,0.17666253638135737,1960,0.11068828973788972,0.16088359068458705
PMQs,1969-02-20,LAB,0.17462585176549458,1960,0.12385608624542692,0.1656175083957705
PMQs,1969-02-27,LAB,0.17309548158309257,1960,0.12440839802888291,0.16705002210071837
PMQs,1969-03-06,LAB,0.17546464364748116,1960,0.12058281833505972,0.16200704268223282
PMQs,1969-03-13,LAB,0.17500515363358884,1960,0.11157357042294765,0.1590197434397428
PMQs,1969-04-15,LAB,0.1753863058080689,1960,0.10724061564260971,0.16364405378186878
PMQs,1969-04-17,LAB,0.17253001242367916,1960,0.12642923679863546,0.17582289037634308
PMQs,1969-04-24,LAB,0.18092460263312699,1960,0.09104864380445929,0.1524301088699192
PMQs,1969-05-06,LAB,0.1744910029462072,1960,0.11301308042261039,0.16537969602797994
PMQs,1969-05-08,LAB,0.1741246170218863,1960,0.1119100835780426,0.16295074622340114
PMQs,1969-07-08,LAB,0.1730573822634611,1960,0.08879245706268292,0.16044512647630932
PMQs,1969-07-10,LAB,0.1778981967881643,1960,0.08334328925328917,0.1679774224824714
PMQs,1969-10-16,LAB,0.17688177379506795,1960,0.08533877556124941,0.1625434653617961
PMQs,1969-12-09,LAB,0.17655970243381822,1960,0.12458983304593835,0.165197394407804
PMQs,1970-02-05,LAB,0.17702338021630418,1970,0.08427281744093787,0.1665392765321336
PMQs,1970-02-10,LAB,0.1771707913352591,1970,0.09153876835334872,0.16177736723803499
PMQs,1970-02-12,LAB,0.17403579875597336,1970,0.1015411251018717,0.16530303299142973
PMQs,1970-04-07,LAB,0.17541280827594916,1970,0.10148147897358305,0.15918500697380264
PMQs,1970-04-09,LAB,0.177739217810744,1970,0.11344229046375665,0.16216169117110169
PMQs,1970-07-09,CON,0.17511742085463225,1970,0.09759603641942845,0.1646690855354577
PMQs,1970-11-24,CON,0.17578874745504722,1970,0.09296908169609529,0.15367787000774044
PMQs,1970-12-10,CON,0.17932404006893607,1970,0.08786911690949184,0.15612219447564177
PMQs,1971-02-09,CON,0.17624986139812768,1970,0.09984448188982123,0.15902936956627692
PMQs,1971-02-11,CON,0.17346145183766778,1970,0.08462434036722387,0.17493809301522548
PMQs,1971-02-18,CON,0.1764615707026357,1970,0.10829890733020017,0.16430831756261155
PMQs,1971-02-22,CON,0.17427331722397976,1970,0.1006104074000366,0.15754919639570025
PMQs,1971-04-08,CON,0.17540701642633846,1970,0.11814066708157123,0.15956645684173176
PMQs,1971-04-22,CON,0.17571103326630158,1970,0.10232783755698087,0.16059396959359404
PMQs,1971-05-11,CON,0.17625875624363388,1970,0.11919306480400285,0.16978301979891058
PMQs,1971-05-24,CON,0.17465592078692643,1970,0.11749477519399522,0.16808021378885193
PMQs,1971-06-10,CON,0.1742698132049755,1970,0.1178295324617504,0.15813152583244472
PMQs,1971-06-15,CON,0.17327745335028416,1970,0.11308081229385239,0.1638031634406863
PMQs,1971-06-22,CON,0.1742342978482114,1970,0.11500196497284106,0.15713679284756205
PMQs,1971-07-08,CON,0.1756867682577153,1970,0.10751694542102529,0.16156135272652355
PMQs,1971-07-15,CON,0.17273506331142635,1970,0.09895407566634155,0.1630233318606137
PMQs,1971-07-20,CON,0.17443140793876297,1970,0.10622580788885948,0.16028116293262232
PMQs,1971-07-22,CON,0.17591644190532768,1970,0.10290767397913042,0.16836066043901782
PMQs,1971-07-29,CON,0.17762924221215765,1970,0.08842350110998952,0.1663897222106485
PMQs,1971-10-28,CON,0.17365596744624806,1970,0.11859204696707719,0.1620155029418008
PMQs,1971-11-09,CON,0.1769209490002861,1970,0.12516638906354197,0.16815195917926432
PMQs,1971-11-16,CON,0.1760617154978241,1970,0.09587172514584472,0.16445795137927863
PMQs,1971-12-02,CON,0.17061891119223307,1970,0.0782368714789173,0.1599841071840906
PMQs,1971-12-09,CON,0.17500493568035638,1970,0.0966252068625613,0.15213359877192625
PMQs,1972-01-18,CON,0.17819218827467914,1970,0.10920101764166687,0.1583133485423838
PMQs,1972-01-27,CON,0.17899103175665657,1970,0.08860732753136033,0.1621855765950277
PMQs,1972-02-15,CON,0.17082868284524916,1970,0.09916373963544825,0.1607331607420208
PMQs,1972-02-24,CON,0.1745318010437209,1970,0.11896903854951794,0.1661767613894605
PMQs,1972-03-07,CON,0.174785198645703,1970,0.1052501381053343,0.17200119962401852
PMQs,1972-03-09,CON,0.17417592204525698,1970,0.10647718463556169,0.16339930799073274
PMQs,1972-03-28,CON,0.17390479733426528,1970,0.10562151852339821,0.15807340998628974
PMQs,1972-04-25,CON,0.1739453438947987,1970,0.08997993325593273,0.16919144697701505
PMQs,1972-06-20,CON,0.17564519640996692,1970,0.09502973914832279,0.16477104494522526
PMQs,1972-06-22,CON,0.17389044932381256,1970,0.11168205375010361,0.1678563282106106
PMQs,1972-06-29,CON,0.17479846713910108,1970,0.11568949932936738,0.16140102235814058
PMQs,1972-07-03,CON,0.17624310628554715,1970,0.08781318739724439,0.1623655386884
PMQs,1972-07-13,CON,0.17331641118485802,1970,0.10959524924758342,0.1614484237669871
PMQs,1972-11-28,CON,0.17396038773071232,1970,0.11895611975500535,0.16278921317583692
PMQs,1972-12-07,CON,0.17472916979570982,1970,0.10871523956847155,0.16883434309793766
PMQs,1972-12-12,CON,0.17416504456283727,1970,0.10538208293551003,0.16264693020077078
PMQs,1973-06-26,CON,0.1728423560913489,1970,0.1250744298033004,0.1615655757226213
PMQs,1973-07-05,CON,0.17417191194678455,1970,0.10577938503483775,0.16654737203239986
PMQs,1973-11-06,CON,0.17506011103863983,1970,0.08318801135605237,0.16152190558754842
PMQs,1973-11-29,CON,0.17284509354540406,1970,0.11048550637457297,0.16180455361679086
PMQs,1973-12-13,CON,0.1754712804417247,1970,0.106452442452069,0.16403229808289715
PMQs,1974-01-17,CON,0.17316754291796513,1970,0.08416359575849128,0.14439925276491786
PMQs,1974-06-13,LAB,0.17390664846372142,1970,0.12871123127229794,0.1606265147835137
PMQs,1974-07-18,LAB,0.17483683635855235,1970,0.1052715900615028,0.16308432882858506
PMQs,1974-12-05,LAB,0.17594277616934517,1970,0.10772462226689672,0.1662898171357123
PMQs,1975-01-23,LAB,0.1762311339136865,1970,0.11434708444001772,0.16050551391500004
PMQs,1975-02-18,LAB,0.1767244224415956,1970,0.10601729786675218,0.1661623369271472
PMQs,1975-06-19,LAB,0.1749559034408285,1970,0.09735359883002073,0.1633918620930652
PMQs,1975-10-21,LAB,0.17532215571707147,1970,0.1057095402160329,0.1665915655899493
PMQs,1975-10-23,LAB,0.17645436081493723,1970,0.12164375247738202,0.16789027951409585
PMQs,1975-11-04,LAB,0.1744522189690745,1970,0.10970412052565817,0.16511062333877374
PMQs,1975-11-25,LAB,0.17472114131522215,1970,0.0954570255162665,0.16153777494416957
PMQs,1975-12-09,LAB,0.17556501628228244,1970,0.09880496526218335,0.16253369726051034
PMQs,1975-12-16,LAB,0.17322737102536648,1970,0.11834156401768259,0.16459590783662892
PMQs,1976-01-27,LAB,0.1754181690197228,1970,0.10612096378196835,0.1620535775176485
PMQs,1976-02-12,LAB,0.17576754996562016,1970,0.10247035584606981,0.16358877831250537
PMQs,1976-03-11,LAB,0.17713938167115867,1970,0.09191713215583684,0.15980251367342976
PMQs,1976-03-18,LAB,0.17633013717514404,1970,0.10899703515484589,0.16345895598023694
PMQs,1976-03-25,LAB,0.17395843478299677,1970,0.10482195355306995,0.16012787323748084
PMQs,1976-03-30,LAB,0.17625152182991413,1970,0.11611873629999558,0.16624055353054293
PMQs,1976-04-08,LAB,0.17375254766088633,1970,0.10787453343319413,0.17091785063458773
PMQs,1976-06-15,LAB,0.17316561489044435,1970,0.10613725815778928,0.16489322533876197
PMQs,1976-07-01,LAB,0.175993637574176,1970,0.0982083046436691,0.1618758471297208
PMQs,1976-08-03,LAB,0.17538770222777575,1970,0.10815980878711967,0.1701087791493498
PMQs,1976-11-04,LAB,0.1750230009173257,1970,0.09525961425754911,0.17063028717465187
PMQs,1976-11-09,LAB,0.17525106036771246,1970,0.08936235215037823,0.16209719270889103
PMQs,1976-11-11,LAB,0.17401832807720352,1970,0.10773595696359095,0.16691854770863376
PMQs,1976-11-18,LAB,0.17551493171477173,1970,0.11943368231120516,0.16991499467865978
PMQs,1976-12-16,LAB,0.17567684312286078,1970,0.09769554765419108,0.16598890055090199
PMQs,1976-12-21,LAB,0.17337156734324255,1970,0.11089250080581252,0.1717482796805013
PMQs,1977-02-15,LAB,0.17566852271434288,1970,0.09604127148927438,0.16526589130404454
PMQs,1977-03-15,LAB,0.1760691767403802,1970,0.10563407823725396,0.16351708122250208
PMQs,1977-03-29,LAB,0.17380792165448616,1970,0.11176542438279706,0.16764044810350906
PMQs,1977-03-31,LAB,0.17398683988547278,1970,0.12375482838311476,0.16788359041149567
PMQs,1977-04-05,LAB,0.17532526476440435,1970,0.11310778207710416,0.1672938883121394
PMQs,1977-04-07,LAB,0.1748599338071979,1970,0.1081922922828937,0.16342190381454402
PMQs,1977-04-19,LAB,0.17412640690514117,1970,0.12493177507729104,0.1694092469451128
PMQs,1977-04-21,LAB,0.17422216054722547,1970,0.11899562269167842,0.1693588179100826
PMQs,1977-04-28,LAB,0.1743347017067177,1970,0.11155183258675912,0.16804274752611548
PMQs,1977-05-03,LAB,0.17441853428384388,1970,0.12744267613536375,0.16803740450896318
PMQs,1977-05-12,LAB,0.17453287253188648,1970,0.10979008845066783,0.1667416821796083
PMQs,1977-05-17,LAB,0.17334824728886433,1970,0.13078444201407008,0.16659376876472487
PMQs,1977-05-19,LAB,0.17311341317516366,1970,0.11320038792204107,0.1639064618412536
PMQs,1977-05-24,LAB,0.17405487843875528,1970,0.1120303052938546,0.16405810413814542
PMQs,1977-07-12,LAB,0.17329282300004523,1970,0.11944196666185558,0.1667924728976019
PMQs,1977-07-19,LAB,0.17618327709668732,1970,0.1065678043059585,0.17115221038959375
PMQs,1977-07-21,LAB,0.17646388059002496,1970,0.08498933975213582,0.15994466179990266
PMQs,1977-07-28,LAB,0.17331276843368973,1970,0.11948205747161707,0.16685510908833295
PMQs,1977-11-08,LAB,0.17638625986857495,1970,0.08378257172617332,0.16340347835521682
PMQs,1977-12-13,LAB,0.1751654337749159,1970,0.1259447393367388,0.16356248251820396
PMQs,1978-01-16,LAB,0.1760045895454097,1970,0.11904386184100167,0.16886095257073386
PMQs,1978-01-19,LAB,0.17452172678652916,1970,0.09815502929089605,0.16964624869430983
PMQs,1978-01-24,LAB,0.17336599861812782,1970,0.10207481069862777,0.1664651618002668
PMQs,1978-01-26,LAB,0.1727673511503144,1970,0.10018074538257597,0.16327485915719206
PMQs,1978-02-02,LAB,0.17522492049445976,1970,0.11246200269160027,0.1633332246813447
PMQs,1978-02-14,LAB,0.1751110297964457,1970,0.11238419287239158,0.16644424870424726
