type,year,party,vague_inverse_deictic_word_freq,vague_approximator_word_freq,vague_inverse_shield_word_freq,vague_booster_word_freq,vague_avg_semantic_size,subj_subjective_sentence_freq,subj_avg_subjective_sentence_score,subj_speculative_sentence_freq,subj_modal_verb_freq,subj_subjective_adjective_freq,emot_avg_arousal_glasgow,emot_avg_arousal_warriner,emot_avg_valence_glasgow,emot_avg_valence_warriner,emot_avg_valence_rheault,emot_avg_anger_sentence_score,emot_avg_fear_sentence_score,emot_avg_joy_sentence_score,emot_avg_sadness_sentence_score
manifesto,1964-01-01,LAB,0.8652631578947368,0.0,0.991578947368421,0.008421052631578947,0.472903937007874,0.0,0.37694702,0.25,0.023157894736842106,0.04842105263157895,0.4747866141732283,0.41146666666666665,0.2632771653543307,0.22381111111111113,0.5069125670139785,0.4286202,0.5328863,0.5089222,0.42042074
manifesto,1964-01-01,CON,0.9041666666666667,0.0,0.9958333333333333,0.022916666666666665,0.4805342857142857,0.07407407407407407,0.40119317,0.18518518518518517,0.029166666666666667,0.052083333333333336,0.4879564285714285,0.4140909090909091,0.28867571428571426,0.24329292929292928,0.5274530858454545,0.44691825,0.4771862,0.49039388,0.43747112
manifesto,1964-01-01,LIB,0.8922018348623854,0.0022935779816513763,0.9954128440366973,0.013761467889908258,0.4742678571428571,0.043478260869565216,0.39970633,0.17391304347826086,0.020642201834862386,0.07339449541284404,0.4933800000000001,0.420984693877551,0.2584928571428571,0.22570408163265307,0.4830439850019802,0.4159758,0.49628642,0.46421763,0.4013893
manifesto,1966-01-01,LAB,0.8857142857142857,0.0,0.9918367346938776,0.02040816326530612,0.5004813559322033,0.15384615384615385,0.42128995,0.15384615384615385,0.012244897959183673,0.024489795918367346,0.45824237288135594,0.40991304347826085,0.24489830508474572,0.2056521739130435,0.4724139735176471,0.4356317,0.48205283,0.505661,0.41380313
manifesto,1966-01-01,CON,0.8909952606635071,0.0,0.995260663507109,0.014218009478672985,0.4650191489361702,0.0,0.3544035,0.1,0.018957345971563982,0.018957345971563982,0.4512212765957447,0.40625,0.24549787234042553,0.21571052631578946,0.4397086511236843,0.49430808,0.53022045,0.50699455,0.491083
manifesto,1966-01-01,LIB,0.899513776337115,0.008103727714748784,0.9951377633711507,0.011345218800648298,0.475374358974359,0.0975609756097561,0.40722248,0.17073170731707318,0.014586709886547812,0.07293354943273905,0.47446474358974366,0.406924778761062,0.2644410256410256,0.2185221238938053,0.44415058360614035,0.42230573,0.48161283,0.4574382,0.41288963
manifesto,1970-06-18,LAB,0.9594594594594594,0.0,1.0,0.013513513513513514,0.48149375,0.0,0.3333345,0.25,0.013513513513513514,0.04054054054054054,0.49679375000000003,0.38699999999999996,0.21963749999999999,0.2025384615384615,0.4083703460333334,0.44957277,0.5051276,0.47914794,0.4450002
manifesto,1970-06-18,CON,0.8904320987654321,0.0030864197530864196,0.9845679012345679,0.021604938271604937,0.46855903614457833,0.0,0.40001377,0.25,0.026234567901234566,0.046296296296296294,0.4706096385542169,0.3969173553719008,0.24281566265060242,0.21271900826446283,0.48350480307701155,0.49261737,0.5234909,0.5197221,0.48199785
manifesto,1970-06-18,LIB,0.9041835357624831,0.008097165991902834,0.9932523616734144,0.014844804318488529,0.48108808290155436,0.05128205128205128,0.3906156,0.1282051282051282,0.017543859649122806,0.05263157894736842,0.5000492227979275,0.4165153583617747,0.25963834196891195,0.21158361774744028,0.4887113598263158,0.46261853,0.49770665,0.479866,0.4392356
manifesto,1974-02-28,LAB,0.8753462603878116,0.008310249307479225,1.0,0.0110803324099723,0.4863956043956044,0.1111111111111111,0.40969902,0.037037037037037035,0.019390581717451522,0.038781163434903045,0.4653516483516484,0.39805035971223024,0.2507032967032967,0.21194244604316548,0.46530094865070426,0.4335156,0.45927638,0.4696136,0.404769
manifesto,1974-02-28,CON,0.8810810810810811,0.0,0.9945945945945946,0.021621621621621623,0.4842145454545454,0.0,0.37419313,0.25,0.021621621621621623,0.08648648648648649,0.49213090909090906,0.4094305555555555,0.3074145454545455,0.23686111111111113,0.5717659900681817,0.46389645,0.5253924,0.52255756,0.46609998
manifesto,1974-02-28,LIB,0.9072727272727272,0.007272727272727273,0.9945454545454545,0.02,0.47413407407407404,0.10526315789473684,0.41155183,0.47368421052631576,0.023636363636363636,0.05272727272727273,0.46618444444444446,0.40806572769953053,0.24859555555555557,0.21992488262910795,0.4508590136650944,0.4748219,0.5510643,0.5123677,0.45568305
manifesto,1974-10-10,LAB,0.8892005610098177,0.008415147265077139,0.9957924263674615,0.011220196353436185,0.48618514285714287,0.0,0.38414004,0.18181818181818182,0.0182328190743338,0.037868162692847124,0.46394971428571435,0.4080367346938775,0.26220114285714285,0.22813061224489795,0.4841866439634921,0.47372058,0.5033536,0.5064475,0.4592769
manifesto,1974-10-10,CON,0.9055649241146712,0.0016863406408094434,0.9893198426082068,0.02304665542439573,0.4913118609406953,0.052083333333333336,0.39758182,0.3020833333333333,0.03316469926925239,0.04272062956717257,0.47171042944785274,0.41190348525469167,0.2573521472392638,0.22258445040214478,0.4838948066871935,0.43559328,0.4901677,0.48157132,0.42723826
manifesto,1974-10-10,LIB,0.9031055900621118,0.0,0.9950310559006211,0.02360248447204969,0.48427938144329896,0.1388888888888889,0.412555,0.3888888888888889,0.02857142857142857,0.040993788819875775,0.4699613402061856,0.4086777408637874,0.2541525773195876,0.2167707641196013,0.4506567776398734,0.46518254,0.4820312,0.4924991,0.44713524
manifesto,1979-03-05,LAB,0.9128248113998324,0.0016764459346186086,0.9974853310980721,0.022632020117351215,0.48862187500000004,0.045454545454545456,0.40874442,0.10606060606060606,0.026823134953897737,0.04694048616932104,0.4869384375,0.4062644135188867,0.29342375,0.2368906560636183,0.4646313514363014,0.4451253,0.47952127,0.4710224,0.42858297
manifesto,1979-03-05,CON,0.8658008658008658,0.0,0.9956709956709957,0.008658008658008658,0.49535769230769233,0.07692307692307693,0.4106231,0.38461538461538464,0.017316017316017316,0.047619047619047616,0.49712307692307695,0.4068249999999999,0.28939615384615386,0.2425,0.4970747553875,0.50006866,0.515978,0.50893533,0.4796973
manifesto,1979-03-05,LIB,0.917465388711395,0.003727369542066028,0.9904153354632588,0.007454739084132056,0.46457834394904457,0.08108108108108109,0.41668975,0.33783783783783783,0.01650692225772098,0.05058572949946752,0.4579373673036094,0.40737346101231187,0.2269464968152866,0.19358413132694938,0.46321576740323533,0.4487874,0.50467956,0.48261756,0.43906146
manifesto,1983-09-06,LAB,0.8921135646687697,0.0037854889589905363,0.9943217665615142,0.025867507886435333,0.468260046728972,0.09722222222222222,0.4154813,0.2638888888888889,0.026498422712933754,0.0473186119873817,0.4539929906542056,0.4120954003407155,0.24024859813084112,0.2234855195911414,0.4677155917061856,0.46186537,0.4994196,0.49092248,0.44762358
manifesto,1983-09-06,CON,0.9057017543859649,0.0,1.0,0.017543859649122806,0.49519692307692315,0.034482758620689655,0.39198792,0.06896551724137931,0.015350877192982455,0.05482456140350877,0.5031561538461538,0.4168527918781726,0.2980969230769231,0.24691370558375633,0.5151302402585586,0.44794452,0.48729604,0.4725547,0.45255595
manifesto,1983-09-06,LIB,0.9097744360902256,0.002050580997949419,0.9938482570061518,0.012303485987696514,0.48045378151260504,0.08536585365853659,0.40707844,0.18292682926829268,0.017088174982911826,0.034859876965140126,0.48293277310924365,0.4128299817184643,0.2561703081232493,0.22961243144424132,0.4611355774886447,0.44514227,0.49497595,0.48085147,0.42698622
manifesto,1987-11-06,LAB,0.9192139737991266,0.0,0.99235807860262,0.013100436681222707,0.4791810909090908,0.09523809523809523,0.4152518,0.38095238095238093,0.019650655021834062,0.055676855895196505,0.460932,0.4060736040609137,0.2662261818181818,0.2176294416243655,0.46823005008192087,0.43535414,0.49418917,0.47103736,0.42920434
manifesto,1987-11-06,CON,0.9054927302100162,0.0016155088852988692,0.9894991922455574,0.0032310177705977385,0.4871530303030303,0.04411764705882353,0.4143152,0.058823529411764705,0.01050080775444265,0.04281098546042003,0.48735909090909096,0.4160063694267516,0.2807224242424243,0.24492569002123146,0.48461569264163096,0.4104309,0.4742594,0.46226585,0.40819997
manifesto,1987-11-06,LIB,0.9200743494423792,0.0037174721189591076,0.9814126394052045,0.01858736059479554,0.4686061643835616,0.06896551724137931,0.40757042,0.4482758620689655,0.020446096654275093,0.03345724907063197,0.45863767123287663,0.40276649746192894,0.22498356164383562,0.22225380710659898,0.43355394548974363,0.47016862,0.48361567,0.47169402,0.4420161
manifesto,1992-09-04,LAB,0.9134980988593155,0.0009505703422053232,0.9980988593155894,0.028517110266159697,0.5016489096573209,0.1111111111111111,0.41046244,0.07407407407407407,0.029467680608365018,0.04847908745247148,0.4819221183800623,0.40979193205944797,0.29290778816199375,0.23800849256900214,0.5018442414015037,0.4277519,0.49884918,0.4763286,0.4156475
manifesto,1992-09-04,CON,0.9155672823218998,0.00395778364116095,0.9907651715039578,0.026385224274406333,0.4885225352112676,0.08163265306122448,0.39665136,0.30612244897959184,0.026385224274406333,0.04221635883905013,0.49151220657277,0.40260416666666665,0.2894272300469483,0.24534722222222222,0.5357807288,0.46977344,0.46685794,0.46745488,0.44583067
manifesto,1992-09-04,LIB,0.9353233830845771,0.004975124378109453,0.9925373134328358,0.03482587064676617,0.4781782608695653,0.037037037037037035,0.40271345,0.25925925925925924,0.03482587064676617,0.06218905472636816,0.480370652173913,0.4010119760479042,0.28935,0.23379640718562872,0.5358935142021277,0.47470194,0.4829358,0.46956176,0.43495744
manifesto,1992-09-04,SNP,0.9333333333333333,0.0,1.0,0.020833333333333332,0.49084179104477604,0.058823529411764705,0.37845778,0.17647058823529413,0.020833333333333332,0.04583333333333333,0.49846268656716425,0.42636363636363633,0.30256716417910445,0.24852272727272726,0.517478491702439,0.44787535,0.4905976,0.45892695,0.40075412
manifesto,1997-01-05,LAB,0.9117647058823529,0.0024509803921568627,0.9959150326797386,0.00980392156862745,0.48764871060171916,0.08333333333333333,0.39573723,0.18333333333333332,0.012254901960784314,0.05065359477124183,0.4900942693409742,0.4162468619246862,0.2670297994269341,0.23799163179916316,0.4814834408965958,0.47218922,0.49973908,0.48923656,0.45783523
manifesto,1997-01-05,CON,0.9196185286103542,0.0013623978201634877,0.9918256130790191,0.017711171662125342,0.49002548076923075,0.08333333333333333,0.42078552,0.14583333333333334,0.02316076294277929,0.05722070844686648,0.4921980769230769,0.4085819397993311,0.27805384615384615,0.2213846153846154,0.535277431780597,0.43361795,0.48174053,0.46248618,0.42394087
manifesto,1997-01-05,LIB,0.9109311740890689,0.004048582995951417,0.9959514170040485,0.012145748987854251,0.5020992753623188,0.09375,0.41222435,0.1875,0.012145748987854251,0.05465587044534413,0.4871971014492754,0.41866153846153853,0.2918550724637681,0.24108717948717948,0.5245313805061539,0.44558787,0.49904373,0.48749945,0.42007717
manifesto,1997-01-05,SNP,0.9123711340206185,0.0,1.0,0.005154639175257732,0.47461979166666673,0.0,0.3904306,0.4583333333333333,0.04896907216494845,0.061855670103092786,0.4953947916666667,0.3908503401360544,0.27749375000000004,0.25829931972789116,0.45714033645874996,0.47556174,0.49090886,0.45594656,0.44287583
manifesto,2001-07-06,LAB,0.9262536873156342,0.0,0.995575221238938,0.008849557522123894,0.4845241025641026,0.11428571428571428,0.41778326,0.22857142857142856,0.019174041297935103,0.06047197640117994,0.497851282051282,0.40599270072992705,0.28364820512820516,0.23248905109489054,0.5215229800615854,0.4465935,0.4928825,0.46934918,0.4309202
manifesto,2001-07-06,CON,0.920265780730897,0.0,1.0,0.016611295681063124,0.49803823529411767,0.16666666666666666,0.41585046,0.1111111111111111,0.009966777408637873,0.023255813953488372,0.4914598039215686,0.4077796610169491,0.2856705882352941,0.2669152542372882,0.4444805318101695,0.47712433,0.50785834,0.48676682,0.42726704
manifesto,2001-07-06,LIB,0.9271356783919598,0.002512562814070352,0.9949748743718593,0.02512562814070352,0.47941860465116276,0.03225806451612903,0.38576338,0.06451612903225806,0.020100502512562814,0.06532663316582915,0.4906868217054263,0.41231351351351353,0.28925271317829454,0.24945945945945946,0.5149284172326732,0.43620953,0.46701315,0.4358673,0.40686867
manifesto,2001-07-06,SNP,0.8717339667458432,0.0023752969121140144,0.995249406175772,0.028503562945368172,0.48774615384615383,0.0,0.38609868,0.22727272727272727,0.023752969121140142,0.023752969121140142,0.5021240384615384,0.40984172661870505,0.27513076923076923,0.20175539568345321,0.46032126391645567,0.45733568,0.5151035,0.46208814,0.4204441
manifesto,2005-05-05,LAB,0.9213863060016906,0.0008453085376162299,0.9983093829247676,0.014370245139475908,0.49102831325301205,0.07462686567164178,0.3892818,0.08955223880597014,0.01775147928994083,0.047337278106508875,0.4984472891566265,0.41063716814159296,0.27729457831325305,0.23615044247787612,0.4750783754469388,0.44349375,0.4899215,0.47785187,0.4336411
manifesto,2005-05-05,CON,0.9083023543990086,0.006195786864931847,0.9913258983890955,0.0322180916976456,0.49387,0.1111111111111111,0.40697235,0.25,0.03469640644361834,0.05452292441140025,0.48541954545454546,0.41155555555555556,0.2849590909090909,0.24095906432748534,0.4904264382191011,0.50367975,0.51855123,0.5140913,0.4670761
manifesto,2005-05-05,LIB,0.9138576779026217,0.0018726591760299626,0.9962546816479401,0.0149812734082397,0.4692193798449612,0.0,0.3945402,0.18518518518518517,0.0149812734082397,0.054307116104868915,0.47854108527131783,0.40748514851485146,0.26022170542635664,0.23274257425742576,0.47009381426021507,0.4585987,0.51529485,0.47856447,0.43692213
manifesto,2005-05-05,SNP,0.9057377049180328,0.01639344262295082,0.9959016393442623,0.036885245901639344,0.4607490566037736,0.0,0.3820541,0.29411764705882354,0.028688524590163935,0.012295081967213115,0.4767509433962264,0.41304651162790706,0.25060377358490565,0.21846511627906978,0.47017670834489794,0.4397996,0.48526657,0.4491453,0.3912291
manifesto,2005-05-05,UKIP,0.8948948948948949,0.006006006006006006,0.993993993993994,0.018018018018018018,0.47880779220779224,0.058823529411764705,0.3904419,0.11764705882352941,0.015015015015015015,0.03303303303303303,0.508548051948052,0.4276637168141592,0.2591428571428572,0.21915044247787607,0.4628112158021276,0.47937888,0.49523354,0.49596187,0.43020004
manifesto,2010-06-05,LAB,0.9050925925925926,0.0023148148148148147,1.0,0.023148148148148147,0.49079590163934417,0.0,0.3979432,0.043478260869565216,0.020833333333333332,0.034722222222222224,0.48079836065573767,0.4173275862068966,0.25917049180327867,0.21637931034482763,0.4571299917755102,0.45501372,0.49771753,0.49585056,0.43889055
manifesto,2010-06-05,CON,0.9230769230769231,0.0,1.0,0.02564102564102564,0.4886804597701149,0.047619047619047616,0.41317904,0.42857142857142855,0.05448717948717949,0.03205128205128205,0.46948505747126446,0.40939370078740156,0.25482298850574714,0.2342047244094488,0.4682656701512499,0.46754044,0.440753,0.46261182,0.43174422
manifesto,2010-06-05,LIB,0.8961038961038961,0.0021645021645021645,0.9956709956709957,0.010822510822510822,0.45682058823529414,0.09090909090909091,0.38293743,0.18181818181818182,0.015151515151515152,0.08225108225108226,0.4770625,0.4166428571428572,0.2477455882352941,0.2302967032967033,0.485565230201282,0.4723393,0.48915616,0.49761906,0.44661352
manifesto,2010-06-05,SNP,0.9145658263305322,0.012605042016806723,0.9957983193277311,0.022408963585434174,0.48307329842931934,0.08571428571428572,0.39244393,0.34285714285714286,0.029411764705882353,0.0546218487394958,0.5090366492146596,0.4157649253731343,0.2999151832460733,0.2494776119402985,0.5062436964972972,0.47983742,0.5110151,0.49525505,0.4231178
manifesto,2010-06-05,UKIP,0.9124579124579124,0.0,0.9932659932659933,0.013468013468013467,0.470835172413793,0.03125,0.39354643,0.0625,0.011784511784511785,0.03535353535353535,0.471683448275862,0.419575,0.21488,0.1929,0.46716587230779216,0.4160884,0.47636503,0.46583977,0.39195302
manifesto,2015-07-05,LAB,0.9206349206349207,0.009523809523809525,0.9904761904761905,0.0031746031746031746,0.49668942307692304,0.045454545454545456,0.4017353,0.18181818181818182,0.01904761904761905,0.05714285714285714,0.4996557692307692,0.4163230769230769,0.29847115384615386,0.2633384615384615,0.5040652486060606,0.45911252,0.48188925,0.4915344,0.43772238
manifesto,2015-07-05,CON,0.9237804878048781,0.001524390243902439,0.9969512195121951,0.024390243902439025,0.49186756756756755,0.029411764705882353,0.3794896,0.17647058823529413,0.022865853658536585,0.056402439024390245,0.4758848648648649,0.3990923694779116,0.28022918918918915,0.22865060240963858,0.50734879728797,0.47907677,0.4975201,0.4940917,0.45245466
manifesto,2015-07-05,LIB,0.9207920792079208,0.007425742574257425,0.9975247524752475,0.01485148514851485,0.5013604166666666,0.0,0.391648,0.5,0.03217821782178218,0.03712871287128713,0.48983958333333333,0.3986686046511628,0.2682875,0.21040697674418604,0.4331291680556962,0.45570403,0.50576663,0.49523023,0.4350761
manifesto,2015-07-05,SNP,0.935483870967742,0.0,0.9967741935483871,0.03225806451612903,0.460588,0.0,0.36127993,0.2,0.03225806451612903,0.04838709677419355,0.4912826666666666,0.42055238095238096,0.26114666666666664,0.21093333333333336,0.5057899550191176,0.47907922,0.5213419,0.4920841,0.428633
manifesto,2015-07-05,UKIP,0.9016949152542373,0.006779661016949152,0.9796610169491525,0.020338983050847456,0.49413866666666667,0.0,0.36867267,0.6363636363636364,0.02711864406779661,0.04406779661016949,0.4886293333333333,0.402214953271028,0.24879199999999999,0.22209345794392527,0.37752459643541664,0.50196725,0.49613726,0.49638626,0.4612875
manifesto,2017-08-06,LAB,0.8974789915966387,0.005042016806722689,0.9983193277310924,0.0016806722689075631,0.48685308641975306,0.0,0.408497,0.14705882352941177,0.015126050420168067,0.030252100840336135,0.48768333333333336,0.40864150943396227,0.2787506172839506,0.231688679245283,0.4502847324566372,0.46767503,0.49279898,0.49395207,0.4459865
manifesto,2017-08-06,CON,0.9066666666666666,0.0014814814814814814,0.9985185185185185,0.01925925925925926,0.49245722222222216,0.0,0.39090806,0.22580645161290322,0.02666666666666667,0.06074074074074074,0.4863477777777777,0.41369402985074627,0.26985888888888887,0.23479850746268657,0.49450541078554217,0.4886955,0.5082942,0.48739454,0.45676485
manifesto,2017-08-06,LIB,0.914651493598862,0.004267425320056899,0.9758179231863442,0.008534850640113799,0.4847568181818182,0.08823529411764706,0.4175935,0.5294117647058824,0.032716927453769556,0.06401137980085349,0.5066045454545454,0.41012096774193546,0.3084090909090909,0.24237096774193548,0.49058780539679997,0.4729803,0.48720422,0.47956923,0.44559893
manifesto,2017-08-06,SNP,0.8923512747875354,0.0028328611898017,0.9915014164305949,0.0339943342776204,0.45822209302325584,0.0,0.38198996,0.26666666666666666,0.0339943342776204,0.05099150141643059,0.48017790697674423,0.4014140625,0.2742488372093023,0.201625,0.46535619171408454,0.44223636,0.49493235,0.46877983,0.42636827
manifesto,2017-08-06,UKIP,0.896358543417367,0.0056022408963585435,0.9971988795518207,0.01680672268907563,0.48308,0.0,0.3791253,0.3125,0.0196078431372549,0.04481792717086835,0.47897,0.4026239316239316,0.25570750000000003,0.22379487179487179,0.448021627886842,0.50368524,0.52957416,0.52415466,0.48619437
manifesto,2019-12-12,LAB,0.9103521878335112,0.0,0.9989327641408752,0.035218783351120594,0.49140000000000006,0.041666666666666664,0.40508077,0.16666666666666666,0.0384204909284952,0.04375667022411953,0.4891548821548821,0.41051463414634143,0.27704983164983166,0.22480487804878047,0.43606729518125004,0.46062127,0.49998957,0.48133212,0.42408678
manifesto,2019-12-12,CON,0.9088098918083463,0.0007727975270479134,0.9938176197836167,0.020865533230293665,0.48885507246376814,0.023809523809523808,0.3997033,0.2857142857142857,0.023183925811437404,0.04482225656877898,0.49561623188405796,0.41658627858627856,0.28666724637681157,0.23833264033264034,0.49256211516951226,0.503025,0.5254915,0.5036499,0.47446677
manifesto,2019-12-12,LIB,0.9130434782608696,0.0,0.9933110367892977,0.013377926421404682,0.4839759999999999,0.0,0.38364023,0.4482758620689655,0.026755852842809364,0.05351170568561873,0.4938573333333333,0.41980973451327436,0.2792733333333333,0.2354778761061947,0.49394341662222224,0.49171466,0.50101495,0.4884005,0.47032169
manifesto,2019-12-12,SNP,0.9093406593406593,0.0027472527472527475,0.989010989010989,0.016483516483516484,0.48981097560975617,0.0,0.37210268,0.19047619047619047,0.027472527472527472,0.054945054945054944,0.5086134146341463,0.4214596774193548,0.27487560975609754,0.2232741935483871,0.47441102710000005,0.44857344,0.47432068,0.4644392,0.41801915
manifesto,2019-12-12,BRX,0.9235474006116208,0.0,1.0,0.01529051987767584,0.4645462499999999,0.0,0.40161806,0.21052631578947367,0.027522935779816515,0.05504587155963303,0.483985,0.41230827067669173,0.2487775,0.21114285714285716,0.44331970666811593,0.4314683,0.4836296,0.46192044,0.41535687
PMQs,1946-03-05,LAB,0.9189189189189189,0.0,0.9459459459459459,0.05405405405405406,0.4920571428571429,0.0,0.37457347,0.6666666666666666,0.05405405405405406,0.08108108108108109,0.4846,0.41231249999999997,0.2672,0.185,0.5814611049285715,0.4142034,0.46620885,0.4168721,0.4462961
PMQs,1951-01-24,LAB,0.8592592592592593,0.022222222222222223,1.0,0.037037037037037035,0.45706206896551727,0.0625,0.38877013,0.125,0.007407407407407408,0.037037037037037035,0.463948275862069,0.3866875,0.25119310344827583,0.23908333333333334,0.4474006752038461,0.43801138,0.4599351,0.47478,0.4235825
PMQs,1951-01-29,LAB,0.8987341772151899,0.0,0.9873417721518988,0.0379746835443038,0.4354,0.0,0.38628167,0.25,0.02531645569620253,0.012658227848101266,0.447125,0.37065625,0.14735,0.16006249999999997,0.42280107048749993,0.42749572,0.46050534,0.46871087,0.4325238
PMQs,1951-11-20,CON,0.8769230769230769,0.005128205128205128,0.9692307692307692,0.015384615384615385,0.42674693877551023,0.0,0.3662662,0.6153846153846154,0.035897435897435895,0.03076923076923077,0.4392816326530612,0.38560937500000003,0.181465306122449,0.19840625,0.396342103725,0.492218,0.47499573,0.47809294,0.44783506
PMQs,1954-06-22,CON,0.8994974874371859,0.0,0.9849246231155779,0.03015075376884422,0.4721461538461538,0.08333333333333333,0.4231408,0.4166666666666667,0.03015075376884422,0.01507537688442211,0.4573923076923077,0.3996349206349206,0.18026666666666666,0.2007936507936508,0.47479381451379316,0.44736996,0.4453754,0.47550097,0.45052013
PMQs,1954-07-08,CON,0.8782608695652174,0.008695652173913044,0.9565217391304348,0.05217391304347826,0.44852,0.08333333333333333,0.39421892,0.25,0.034782608695652174,0.034782608695652174,0.4711849999999999,0.3833888888888889,0.24280000000000007,0.20827777777777778,0.47061577727222215,0.44563696,0.4927161,0.46415177,0.4362378
